name,stock,deal,free,mrp,rate,company,batch,exp,supplier
RECLIDE 40MG TAB,7,0,0,59.18,42.27,DR.REDDY`S LAB`S(XENURA),E900819,31-05-2021,
RECLIDE 40MG TAB,20,0,0,59.18,42.27,DR.REDDY`S LAB`S(XENURA),E901694,30-11-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RECLIDE-80MG TAB,18,0,0,99.5,71.07,DR.REDDY`S LAB`S(XENURA),E901413,30-09-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RECLIDE-80MG TAB,40,0,0,99.5,71.07,DR.REDDY`S LAB`S(XENURA),E901414,01-09-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RECLIDE-80MG TAB,2,0,0,99.5,71.07,DR.REDDY`S LAB`S(XENURA),E901412,01-09-2021,SARADA PHARMACY      MADHIRA
RECLIDE-XR 60MG TABS,3,0,0,184,131.43,DR.REDDY`S LAB`S(XENURA),E000132,31-01-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
RECLIMET TAB,30,0,0,163.35,116.68,DR.REDDY`S LAB`S(XENURA),E000081,01-12-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
RECLIMET XR 60 TAB,10,0,0,228.25,163.03,DR.REDDY`S LAB`S(XENURA),Z9406,30-11-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RECLIMET XR 60 TAB,20,0,0,228.25,163.03,DR.REDDY`S LAB`S(XENURA),Z9435,01-11-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
REDIHEALTH SYRUP,21,5,1,170.5,121.78,DR.REDDY`S LAB`S(PRIDE),BRH9025,01-03-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
REDIHEALTH SYRUP,1,5,1,170.5,121.78,DR.REDDY`S LAB`S(PRIDE),BRH9025,01-03-2021,SARADA PHARMACY      MADHIRA
REDIHEALTH SYRUP,30,5,1,170.5,121.78,DR.REDDY`S LAB`S(PRIDE),BRH9030,01-04-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
REDIHEALTH TABS,30,4,1,129.25,92.32,DR.REDDY`S LAB`S(PRIDE),RTH19008,01-03-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
REDOTIL CAPS,97,0,0,292.05,208.61,DR.REDDY`S LAB`S (ZENURA),E901304,01-09-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
REDOTIL SACHET 10MG,110,0,0,10.23,7.3,DR.REDDY`S LAB`S (ZENURA),AJ90119,01-10-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
REGESTRONE TAB,25,0,0,56,40,TORRENT PHARMA,DAF90077,01-08-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
REJOINT TABS**,10,0,0,275,196.43,ABBOT,GEE0113,01-09-2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
REKOOL-D CAPS,20,0,0,219.75,156.97,ALEMBIC (ENTERON),1908001444,01-10-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
REKOOL-D CAPS 15`S,1,0,0,219.75,156.97,ALEMBIC (ENTERON),1908000703,01-04-2021,
REKOOL-L TABS,6,0,0,271.65,194.03,ALEMBIC (ENTERON),1908000935,01-07-2021,
RELAXYL-GEL,12,11,1,68.69,49.06,FRANCO INDIAN,920,01-10-2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
RELAXYL-ONT,24,11,1,66.6,47.57,FRANCO INDIAN  (ZINDA 2),904,01-03-2022,
RELENT+SYR,4,0,0,81.5,58.22,DR.REDDY`S LAB`S(PRIDE),AJ90126,01-05-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RELENT+SYR,48,0,0,81.5,58.22,DR.REDDY`S LAB`S(PRIDE),AJ00003,01-06-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RELENT+SYR,1,0,0,81.5,58.22,DR.REDDY`S LAB`S(PRIDE),AJ00006,01-06-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RELENT+SYR,-1,10,1,81.5,58.22,DR.REDDY`S LAB`S(PRIDE),AJ00020,01-09-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
REMYLIN TAB,30,0,0,156.65,111.89,ERIS LIFESCIENCES PVT LTD,GRML19004,01-04-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
REMYLIN TAB,20,0,0,156.65,101.72,ERIS LIFESCIENCES PVT LTD,GRML19004,01-04-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
RENERVE CAP,1,0,0,180.4,128.86,ERIS  (NIKKOS),S19D116,01-03-2021,
RENERVE CAP,20,0,0,198.44,141.74,ERIS  (NIKKOS),S19L103,01-11-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
RENERVE CAP,10,0,0,198.44,141.74,ERIS  (NIKKOS),S19L110,01-11-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
RENERVE PLUS AMP,20,5,1,117,83.58,ERIS  (NIKKOS),ELNL04922,01-04-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
RENERVE PLUS AMP,30,5,1,117,83.57,ERIS  (NIKKOS),ELNL04917,01-02-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
RENERVE PLUS AMP,1,5,1,117,83.57,ERIS  (NIKKOS),ELNL04924,01-05-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
RENERVE PLUS AMP,-1,5,1,117,83.57,ERIS  (NIKKOS),ELNL04001,01-06-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
RENERVE PLUS CAPS,10,0,0,277,197.88,ERIS  (NIKKOS),S19L108,01-11-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
RENERVE PLUS CAPS,40,0,0,277,197.88,ERIS  (NIKKOS),S19G184,01-06-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
RENOLEN EYE DROPS,20,0,0,59.4,42.43,WARREN(OPTHAL),RAN1H9A3,01-07-2022,
RENT,24,0,0,0,0,RENT,,/  /,SARADA PHARMACY      MADHIRA
REPACE 50MG TAB**,2,0,0,65.5,46.79,SUN PHARMACEUTICAL I LTD,EMU2877,01-09-2022,PRUDHVI AGENCIES VIJAYAWADA
RETOZ-60 TAB,20,0,0,106.15,75.82,DR.REDDY`S LAB`S(RECURA),RA191207,30-11-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
REVAS-50MG TABS,18,0,0,107.2,76.57,ALEMBIC  (DABUR) INDIA LIMITED,1908000905,01-07-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
REVAS-H TABS 15`S,12,0,0,178.05,127.18,ALEMBIC  (DABUR) INDIA LIMITED,1908001552,01-11-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
REVITAL H CAP ***,21,0,0,100,67.81,RANBAXY-2,EMU2327,01-07-2021,LAKSHMI BALAJI AGENCIES       HYDERABAD
REVITAL H CAP ***,10,0,0,100,67.81,RANBAXY-2,EMU2464,01-09-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
REVITAL H CAP ***,50,0,0,100,67.81,RANBAXY-2,EMU2841,01-11-2021,HARI MARUTI AGENCIES  VIJAYAWADA
REVITAL H CAPS BOT ***,19,0,0,280,189.83,RANBAXY-2,EMU2423,01-05-2021,VIJAYA DURGA AGENCIES   VIJAYAWADA
REVOLIZER,4,0,0,223.85,159.89,CIPLA(RESP 1),38J19080,01-09-2024,CIPLA LIMITED  HYDERABAD
REXIDINE MW,11,0,0,47.7,34.07,INDOCO (WARREN PHARMA),RAQ4K9A1,01-10-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
RIBOFLAVIN TABS **,3,0,0,6.35,4.54,RALLIS INDIA LIMITED,R19421118,01-07-2021,
RIBOFLAVIN TABS **,92,0,0,6.95,4.98,RALLIS INDIA LIMITED,R19421124,01-11-2021,HARI MARUTI AGENCIES  VIJAYAWADA
RIBOFLAVIN TABS **,462,0,0,6.95,4.98,RALLIS INDIA LIMITED,R19421122,01-10-2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
RICONIA-LP TABS,2,0,0,67,47.86,RANBAXY PHARMA,AA96752,01-01-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
RID-AR  KID SYRUP,15,9,1,55.66,39.76,CIPLA (CRESTA),GL9484,01-08-2021,CIPLA LIMITED  HYDERABAD
RID-AR TABS,6,5,1,165,117.86,CIPLA (CRESTA),SN91591,01-09-2021,CIPLA LIMITED  HYDERABAD
RIFLUX SYR,14,0,0,62.7,44.78,DR.REDDY`S LAB`S(PRIDE),9039E,01-04-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RIFLUX SYR,24,0,0,62.7,44.78,DR.REDDY`S LAB`S(PRIDE),9040E,01-04-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RIFLUX-FORTE SYR,10,0,0,78.5,56.07,DR.REDDY`S LAB`S(PRIDE),0001E,01-06-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RIFLUX-FORTE SYR,24,0,0,78.5,56.07,DR.REDDY`S LAB`S(PRIDE),0003E,01-06-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RIFLUX-FORTZ TAB,24,0,0,52.8,37.71,DR.REDDY`S LAB`S(PRIDE),PPQAQ37,01-09-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
RINGGUARD CREAM **,4,0,0,80,59.52,PARAS PHARMACETICALS,GL777,01-06-2021,
RINGGUARD CREAM **,84,0,0,15,10.99,PARAS PHARMACETICALS,HT255,01-03-2022,SRI SHASTHA ENTERPRISES KHAMMAM
RINGGUARD CREAM **,1,0,0,80,59.52,PARAS PHARMACETICALS,GL777,01-06-2021,SARADA PHARMACY      MADHIRA
RINGGUARD CREAM **,120,0,0,80,60.32,PARAS PHARMACETICALS,HR304,01-03-2022,SRI SHASTHA ENTERPRISES KHAMMAM
RINGGUARD CREAM **,115,0,0,56,42.23,PARAS PHARMACETICALS,HS211,01-03-2022,SRI SHASTHA ENTERPRISES KHAMMAM
RINGGUARD PLUS CREAM **,-120,0,0,15,11.31,PARAS PHARMACETICALS,HK631,01-03-2022,SRI SHASTHA ENTERPRISES KHAMMAM
RINGGUARD PLUS CREAM **,120,0,0,15,11.31,PARAS PHARMACETICALS,HT255,01-03-2022,SRI SHASTHA ENTERPRISES KHAMMAM
RINGGUARD PLUS CREAM **,1,0,0,88,66.36,PARAS PHARMACETICALS,JM805,01-11-2022,SRI SHASTHA ENTERPRISES KHAMMAM
RINGGUARD PLUS CREAM **,-1,0,0,88,0,PARAS PHARMACETICALS,JM805,01-11-2022,SARADA PHARMACY      MADHIRA
ROBINAXOL TAB ***,1,10,1,74.1,52.95,KHANDELWAL (RADON),UTGRLA822,01-02-2022,
ROBINAXOL TAB ***,8,10,1,74.1,52.95,KHANDELWAL (RADON),UTGRLA824,01-02-2022,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
ROBINAXOL-D TAB ***,1,10,2,122.13,87.24,GENARAL COMPANY,UTGRDA907,01-05-2022,SARADA PHARMACY      MADHIRA
ROBINAXOL-D TAB ***,10,10,2,122.13,87.24,GENARAL COMPANY,UTGRDA907,01-05-2022,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
ROSUVAS 40MG TABS,10,0,0,479,342.14,RANBAXY (CORONUS),EMU2912,01-03-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ROSUVAS F 10MG TABS,21,0,0,312,222.86,RANBAXY (CORONUS),EMU2958,01-04-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ROSUVAS F 10MG TABS,10,0,0,312,222.86,RANBAXY (CORONUS),EMX0724,01-08-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ROSUVAS F 10MG TABS,-10,0,0,312,222.86,RANBAXY (CORONUS),EMX0960,01-09-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ROSUVAS F 20MG TABS,1,0,0,335,239.29,RANBAXY (CORONUS),EMU2970A,01-04-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ROSUVAS F 20MG TABS,10,0,0,335,239.29,RANBAXY (CORONUS),EMU2970A,01-04-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ROSUVAS F 5MG TABS,7,0,0,190.5,136.07,RANBAXY (CORONUS),EMU2966,01-04-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ROTAHALER,31,0,0,126.44,90.31,CIPLA(RESP 2),03J20002,01-12-2024,CIPLA LIMITED  HYDERABAD
ROTAHALER,-2,0,0,126.44,90.31,CIPLA(RESP 2),03J20020,01-01-2025,CIPLA LIMITED  HYDERABAD
ROXID 150MG TAB,40,0,0,147,105,ALEMBIC LTD(PHARMA),1908001657,01-05-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ROXID 300MG TABS,36,0,0,281.3,200.93,ALEMBIC LTD(PHARMA),1908001393,01-04-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ROXID DROPS,9,0,0,72.25,51.61,ALEMBIC LTD(PHARMA),1908000789,01-06-2021,
ROXID DROPS,60,0,0,72.25,51.61,ALEMBIC LTD(PHARMA),1908000789,01-06-2021,
ROXID LIQU,18,0,0,149.99,107.14,ALEMBIC LTD(PHARMA),1908001452,01-10-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ROXID LIQU,24,0,0,149.99,107.14,ALEMBIC LTD(PHARMA),2008000105,01-12-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ROZAVEL 5MG TAB**,17,0,0,76,54.29,SUN PHARMACEUTICAL I LTD,EMT0770,01-02-2020,PRUDHVI AGENCIES VIJAYAWADA
ROZUCOR 10MG TABS,8,0,0,253.15,180.82,TORRENT PHARMA,2M78F011,01-09-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
ROZUCOR ASP 10MG CAPS,20,0,0,74.2,53,TORRENT PHARMA,OBK5F036,01-09-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
ROZUCOR F 10MG TABS,7,0,0,158.95,113.54,TORRENT PHARMA,48919128,01-09-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
RTSUNATE VIAL,1,0,0,224.6,179.68,THEMIS PHARMA,TLR64,01-04-2021,SARADA PHARMACY      MADHIRA
RUBIRED TABS,30,0,0,119.5,85.36,MACLEODS (PHARMA) DIVISION,KRE2002A,30-09-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
RUMAN FS BOLUS,233,9,1,41,32.8,ALEMBIC VETARNARY,CM9420043,01-08-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
RUMEX FORTE OIL,37,10,1,112.2,85,UNI-LABS (INDIA) PVT LTD.,01RM498,01-06-2022,
S-PPI L CAPS,5,0,0,71,50.71,BLUECROSS-LABS(GOLDCROSS) LTD,ZLN1905,01-06-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
S-RD CAPS,68,9,1,40,28.57,BLUECROSS-LABS(GOLDCROSS) LTD,ZACP1903,01-10-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
SALBAIR ROTACAPS**,7,0,0,38.6,27.57,LUPIN,U902022,01-08-2022,PRUDHVI AGENCIES VIJAYAWADA
SARIDON TAB **,12,0,0,637.4,455.4,ROCHE INDIA LTD,MH2206,01-12-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
SAZO 500MG TABS,27,0,0,65.5,46.78,WALLACE PHARMA,STL9035,01-05-2022,
SCABELICE LOTION,33,0,0,68.97,49.26,MANKIND(LIFESTAR),A2IBS032,01-05-2022,
SCABELICE LOTION,32,0,0,53.13,37.95,MANKIND(LIFESTAR),A3IBS027,01-09-2022,MANKIND PHARMA (LIFESTAR)HYDERABAD
SCABELICE LOTION,-1,0,0,53.13,37.95,MANKIND(LIFESTAR),A3IBS031,01-11-2022,MANKIND PHARMA (LIFESTAR)HYDERABAD
SCABELICE MEDICATED SOAP,96,11,1,69,46.78,MANKIND(LIFESTAR),F4IBS165,01-08-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
SCABELICE MEDICATED SOAP,-2,11,1,75.9,51.46,MANKIND(LIFESTAR),F4IBT032,01-01-2022,MANKIND PHARMA (LIFESTAR)HYDERABAD
SCABELICE MEDICATED SOAP,2,11,1,75.9,51.46,MANKIND(LIFESTAR),F4IBT050,01-03-2022,MANKIND PHARMA (LIFESTAR)HYDERABAD
SCABEX LOTION,8,9,1,79.86,57.04,INDOCO,SAA3L92L,01-11-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SCABEX LOTION,43,9,1,55,39.29,INDOCO,SAA8L92L,01-11-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SCABEX LOTION,-99,9,1,55,39.29,INDOCO,SAA1FB21,01-05-2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SCABEX LOTION,99,9,1,55,39.29,INDOCO,SAA1FB2L,01-05-2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SCABEX-S ONT,93,9,1,35.85,25.61,INDOCO,SBIILA4,01-11-2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SCABOMA LOT,15,14,1,93,66.43,GLENMARK PHARMA(MILIUS),52190133,01-08-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
SCABOMA LOT,82,14,1,65.5,46.78,GLENMARK PHARMA(MILIUS),52190131,01-08-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
SENSICLAV 625,10,9,1,148.68,106.2,MACLEODS (PHARMA) DIVISION,JAB9207A,01-11-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
SENSICLAV 625,20,9,1,148.68,106.2,MACLEODS (PHARMA) DIVISION,JAB20017A,01-12-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
SENSODENT KF,12,9,1,72,51.43,INDOCO (WARREN PHARMA),SAD12G94,01-06-2023,
SENSODENT KF,20,9,1,106.7,76.21,INDOCO (WARREN PHARMA),SAD16LA4,01-11-2023,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SENSODENT-K,12,10,1,115,82.14,INDOCO (WARREN PHARMA),SAF13BB4,01-01-2024,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SENSODENT-K,8,10,1,75,53.57,INDOCO (WARREN PHARMA),SAF39BB4,01-01-2024,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SENSOFORM,113,10,1,107,76.43,INDOCO (WARREN PHARMA),SAG12AB4,01-12-2023,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SENSOFORM,103,10,1,76,54.29,INDOCO (WARREN PHARMA),SAG5BB4,01-01-2024,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
SENSUR LOT,4,0,0,120.5,86.07,GRACEWELL (INTEGRACE),59190066,01-11-2022,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
SENSUR OIL,59,0,0,87.5,62.5,GRACEWELL (INTEGRACE),59190069,01-11-2022,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
SEPTRAN (P) SYR,-358,0,0,17.92,13.59,KOYE PHARMA,SDS11B20,01-01-2023,AUROBINDO DRUGS  VIJAYAWADA
SEPTRAN (P) SYR,358,0,0,17.92,13.59,KOYE PHARMA,SG2008,01-12-2021,AUROBINDO DRUGS  VIJAYAWADA
SERAX 5MG TAB,15,10,1,52,37.14,MARS TERAPEUTICS & CHEMICALS LTD,KK19002,01-08-2022,MARS PHARMA PRIVATE LIMITED HYDERABAD
SERAX 5MG TAB,180,10,1,52,37.14,MARS TERAPEUTICS & CHEMICALS LTD,KK20001,01-01-2023,MARS PHARMA PRIVATE LIMITED HYDERABAD
SERAX FORTE 10MG TAB,137,10,1,83,59.29,MARS TERAPEUTICS & CHEMICALS LTD,KL20001,01-01-2023,MARS PHARMA PRIVATE LIMITED HYDERABAD
SERAX-D TAB,14,10,1,89,63.57,MARS TERAPEUTICS & CHEMICALS LTD,KW19004,01-10-2022,MARS PHARMA PRIVATE LIMITED HYDERABAD
SERAX-D TAB,240,10,1,89,63.57,MARS TERAPEUTICS & CHEMICALS LTD,KW20001,01-02-2023,MARS PHARMA PRIVATE LIMITED HYDERABAD
SEROFLO 100MG R/C,18,0,0,206.91,147.79,CIPLA(RESP 1),SA94243,01-10-2021,CIPLA LIMITED  HYDERABAD
SEROFLO 100MG R/C,-1,0,0,206.91,147.79,CIPLA(RESP 1),SA00360,01-12-2021,CIPLA LIMITED  HYDERABAD
SEROFLO 125MG  CFC  INH,7,0,0,471.9,337.07,CIPLA(RESP 1),SN91902,01-10-2022,CIPLA LIMITED  HYDERABAD
SEROFLO 250MG R/C,30,0,0,356.34,254.53,CIPLA(RESP 1),SA00623,01-01-2022,CIPLA LIMITED  HYDERABAD
SEROFLO 500MG R/C,4,0,0,449.51,321.08,CIPLA(RESP 1),SA94337,01-10-2021,CIPLA LIMITED  HYDERABAD
SEROFLO 50MG INH,7,0,0,378.26,270.19,CIPLA(RESP 1),SA93617,01-07-2022,CIPLA LIMITED  HYDERABAD
SESTIL-AD TAB ***,-5,10,10,25.79,16.9,LEGEND DRUGS & FORMS,CST68,01-09-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
SESTIL-AD TAB ***,5,10,10,25.79,16.9,LEGEND DRUGS & FORMS,CST68,01-09-2022,SARADA PHARMACY      MADHIRA
SGLTR TABS,3,0,0,126,90,MANKIND(DISCOVERY),18191410,01-11-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
SHARKOFERROL MT 450GM,20,0,0,289.05,206.46,ALEMBIC LTD(PHARMA),EH0572003,01-06-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
SHARKOFERROL MT 450GM,-1,0,0,289.05,206.46,ALEMBIC LTD(PHARMA),EH0572010,01-07-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
SHARKOFERROL MT 450GM,1,0,0,289.05,206.46,ALEMBIC LTD(PHARMA),EH0572017,01-08-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
SHARKOFERROL SMALL,35,0,0,150.55,107.54,ALEMBIC LTD(PHARMA),EH9571007,01-04-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
SHELCAL HD TAB,30,0,0,94.05,67.18,TORRENT (B- WELL),GAY90062,01-10-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SHELCAL HD-12 TAB,14,0,0,117,83.57,TORRENT (B- WELL),GAZ90025,01-02-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SHELCAL K TAB,4,0,0,288.4,206,TORRENT (B- WELL),GBC90002,01-09-2020,
SHELCAL K TAB,10,0,0,288.4,206,TORRENT (B- WELL),GBC90005,01-12-2020,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SHELCAL XT TAB,16,0,0,312.12,222.94,TORRENT (B- WELL),GBR90176,01-10-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SHELCAL-250 TAB,1,0,0,90.1,64.36,TORRENT (B- WELL),8CL2F006,01-02-2021,
SHELCAL-250 TAB,27,0,0,90.1,64.36,TORRENT (B- WELL),8CL2F012,01-06-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SHELCAL-500 TAB,181,0,0,90,64.29,TORRENT (B- WELL),8CH2F339,01-08-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SHELCAL-500 TAB,300,0,0,90,64.29,TORRENT (B- WELL),8CH2F377,01-09-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SHELCAL-CT TABS,7,0,0,258.7,184.79,TORRENT (B- WELL),GAX90040,01-04-2021,SARADA PHARMACY      MADHIRA
SHELCAL-M TAB,3,0,0,107.45,76.75,TORRENT (B- WELL),GBA90048,01-10-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SHELCAL-OS 500MG TAB,12,0,0,213.45,152.46,TORRENT (B- WELL),GBB90009,01-11-2020,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SIGNOFLAM TAB**,1,0,0,97.85,69.89,LUPIN,C255438088,01-09-2020,RAVINDRA PHARMACEUTICALS VIJAYAWADA
SIGNOFLAM TAB**,1,0,0,97.85,69.9,LUPIN,C255438098,01-10-2020,RAVINDRA PHARMACEUTICALS VIJAYAWADA
SILVEREX IONIC CREAM,2,0,0,118.5,84.64,SUN PHARMA (CLASSIC),RDW0267,01-07-2021,
SILVERKIND NANOFINE GEL,5,11,1,63.8,45.57,MANKIND(FUTURE),A0EES013,01-09-2021,MANKIND PHARMA (FUTURE)HYDERABAD
SINAREST DROPS ***,20,0,0,78.48,56.06,CENTAUR,L3524,01-12-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
SINAREST SYP ***,50,9,1,80.69,57.63,CENTAUR,GA079,01-09-2022,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
SINAREST TAB ***,33,9,1,50.71,36.22,CENTAUR,CK925,01-10-2022,
SKINLITE CREAM,7,0,0,247.8,177,ZYDUS GEO,I904350,31-05-2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD
SKINLITE CREAM,-3,0,0,247.8,177,ZYDUS GEO,I903670,01-03-2021,HARI MARUTI AGENCIES  VIJAYAWADA
SKINLITE CREAM,3,0,0,247.8,177,ZYDUS GEO,I000859,30-04-2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD
SMUTH CREAM,20,0,0,106.6,76.14,ARISTO (MAIN FORCE-2),S0683,01-01-2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
SMUTH CREAM,-2,0,0,106.6,76.14,ARISTO (MAIN FORCE-2),S1059,01-02-2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
SMUTH CREAM,1,0,0,106.6,76.14,ARISTO (MAIN FORCE-2),S1317,01-03-2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
SMUTH CREAM,1,0,0,106.6,76.14,ARISTO (MAIN FORCE-2),S1944,01-04-2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
SMUTH SUSP,42,0,0,108,77.14,ARISTO (MAIN FORCE-2),MPA200078,01-12-2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
SMUTH SUSP,50,0,0,108,77.14,ARISTO (MAIN FORCE-2),MPB200473,01-01-2022,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
SOFRAMYCIN CREAM,12,0,0,45.76,32.69,AVENTIES(BASE),59294,01-05-2022,HARI MARUTI AGENCIES  VIJAYAWADA
SOFRAMYCIN CREAM,45,0,0,45.76,32.69,AVENTIES(BASE),38,01-07-2022,SANOFI INDIA LIMITED          HYDERABAD
SOLOPOSE-0.5 MD TABS,30,0,0,54.45,38.89,MANKIND(NOBELIS),G0FZS017,01-10-2021,MANKIND PHARMA LTD HYDERABAD
SOLOPOSE-0.5 MD TABS,60,0,0,54.45,38.89,MANKIND(NOBELIS),G0FZS018,01-10-2021,MANKIND PHARMA LTD HYDERABAD
SOMPRAZ D 20MG TABS**,10,0,0,78,55.72,SUN PHARMACEUTICAL I LTD,EMT0679,01-03-2020,PRUDHVI AGENCIES VIJAYAWADA
SONADERM NM CREAM,24,0,0,59,42.14,BLUECROSS-LABS(GOLDCROSS) LTD,N1935,01-11-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
SORBILINE SYR,12,9,1,127.18,90.84,FRANCO INDIAN,E19009,01-09-2022,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
SORBILINE SYR,30,9,1,127.18,90.84,FRANCO INDIAN,E19009,01-09-2022,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
